,User,MCC Category,TotalSum,TotalVol,Gender,Current Age,Retirement Age,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Debt/Income,clusters
534,50.0,Retail Outlet Services,25104.099999999977,3109.0,0,47,65,28055,12475,829,3,0.4446622705400107,0
535,50.0,Clothing Stores,1955.95,68.0,0,47,65,28055,12475,829,3,0.4446622705400107,0
536,50.0,Miscelleanous Stores,21280.429999999975,758.0,0,47,65,28055,12475,829,3,0.4446622705400107,0
537,50.0,Business Services,2809.7199999999984,188.0,0,47,65,28055,12475,829,3,0.4446622705400107,0
538,50.0,Professional Services and Membership Organizations,7058.149999999998,74.0,0,47,65,28055,12475,829,3,0.4446622705400107,0
539,50.0,Government Services,118.43999999999997,133.0,0,47,65,28055,12475,829,3,0.4446622705400107,0
540,51.0,Agricultural Services,0.0,0.0,1,42,68,65403,80057,784,4,1.2240570004434048,1
541,51.0,Contracted Services,0.0,0.0,1,42,68,65403,80057,784,4,1.2240570004434048,1
542,51.0,Travel Services,13746.02,184.0,1,42,68,65403,80057,784,4,1.2240570004434048,1
543,51.0,Transportation Services,3639.7499999999977,84.0,1,42,68,65403,80057,784,4,1.2240570004434048,1
544,51.0,Utility Services,64775.20999999998,601.0,1,42,68,65403,80057,784,4,1.2240570004434048,1
545,51.0,Retail Outlet Services,190956.24999999977,7145.0,1,42,68,65403,80057,784,4,1.2240570004434048,3
546,51.0,Clothing Stores,11991.400000000003,144.0,1,42,68,65403,80057,784,4,1.2240570004434048,1
547,51.0,Miscelleanous Stores,293464.85000000015,8360.0,1,42,68,65403,80057,784,4,1.2240570004434048,3
548,51.0,Business Services,24018.51,528.0,1,42,68,65403,80057,784,4,1.2240570004434048,1
549,51.0,Professional Services and Membership Organizations,5773.53,26.0,1,42,68,65403,80057,784,4,1.2240570004434048,1
550,51.0,Government Services,1112.6000000000004,70.0,1,42,68,65403,80057,784,4,1.2240570004434048,1
551,52.0,Agricultural Services,0.0,0.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
552,52.0,Contracted Services,0.0,0.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
553,52.0,Travel Services,5226.42,40.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
554,52.0,Transportation Services,207.05,4.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
555,52.0,Utility Services,27976.55000000001,331.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
556,52.0,Retail Outlet Services,54299.37000000007,4125.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
557,52.0,Clothing Stores,3.63,1.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
558,52.0,Miscelleanous Stores,33706.010000000046,2134.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
559,52.0,Business Services,3801.7999999999997,192.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
560,52.0,Professional Services and Membership Organizations,2335.9300000000003,19.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
561,52.0,Government Services,10.33,1.0,1,55,73,27572,59404,797,1,2.1545045698534744,0
562,53.0,Agricultural Services,0.0,0.0,1,48,70,38539,0,850,3,0.0,0
563,53.0,Contracted Services,0.0,0.0,1,48,70,38539,0,850,3,0.0,0
564,53.0,Travel Services,11995.430000000004,94.0,1,48,70,38539,0,850,3,0.0,0
565,53.0,Transportation Services,988.96,2.0,1,48,70,38539,0,850,3,0.0,0
566,53.0,Utility Services,34548.389999999985,320.0,1,48,70,38539,0,850,3,0.0,0
567,53.0,Retail Outlet Services,69408.57999999994,3409.0,1,48,70,38539,0,850,3,0.0,0
568,53.0,Clothing Stores,4778.650000000001,98.0,1,48,70,38539,0,850,3,0.0,0
569,53.0,Miscelleanous Stores,42828.42000000001,1753.0,1,48,70,38539,0,850,3,0.0,0
570,53.0,Business Services,30986.300000000025,435.0,1,48,70,38539,0,850,3,0.0,0
571,53.0,Professional Services and Membership Organizations,20089.850000000002,186.0,1,48,70,38539,0,850,3,0.0,0
572,53.0,Government Services,0.0,0.0,1,48,70,38539,0,850,3,0.0,0
573,54.0,Agricultural Services,0.0,0.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
574,54.0,Contracted Services,563.13,4.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
575,54.0,Travel Services,14882.480000000001,108.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
576,54.0,Transportation Services,212478.64999999964,2270.0,1,41,57,38059,68220,634,2,1.7924800966919783,3
577,54.0,Utility Services,19173.850000000006,142.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
578,54.0,Retail Outlet Services,68460.84000000004,3463.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
579,54.0,Clothing Stores,4549.559999999999,90.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
580,54.0,Miscelleanous Stores,34123.30000000005,2069.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
581,54.0,Business Services,7854.92,164.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
582,54.0,Professional Services and Membership Organizations,5653.799999999999,19.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
583,54.0,Government Services,0.0,0.0,1,41,57,38059,68220,634,2,1.7924800966919783,1
584,55.0,Agricultural Services,0.0,0.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
585,55.0,Contracted Services,892.26,5.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
586,55.0,Travel Services,51830.70999999999,257.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
587,55.0,Transportation Services,478.37,3.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
588,55.0,Utility Services,35878.90000000001,372.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
589,55.0,Retail Outlet Services,87621.7600000002,2990.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
590,55.0,Clothing Stores,584.22,21.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
591,55.0,Miscelleanous Stores,260457.89999999953,4288.0,1,59,68,52754,38191,693,5,0.7239451036888198,3
592,55.0,Business Services,23378.76000000002,618.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
593,55.0,Professional Services and Membership Organizations,2520.0299999999997,19.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
594,55.0,Government Services,0.0,0.0,1,59,68,52754,38191,693,5,0.7239451036888198,0
595,56.0,Agricultural Services,0.0,0.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
596,56.0,Contracted Services,0.0,0.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
597,56.0,Travel Services,10877.870000000004,151.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
598,56.0,Transportation Services,31772.330000000027,1172.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
599,56.0,Utility Services,57900.28000000001,459.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
600,56.0,Retail Outlet Services,82611.99000000012,2281.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
601,56.0,Clothing Stores,1890.9800000000005,53.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
602,56.0,Miscelleanous Stores,260161.3500000008,5963.0,0,45,59,51196,67164,631,4,1.3118993671380577,3
603,56.0,Business Services,40154.66,486.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
604,56.0,Professional Services and Membership Organizations,3157.6400000000003,20.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
605,56.0,Government Services,362.78999999999996,29.0,0,45,59,51196,67164,631,4,1.3118993671380577,1
606,57.0,Agricultural Services,0.0,0.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
607,57.0,Contracted Services,0.0,0.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
608,57.0,Travel Services,344.71,6.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
609,57.0,Transportation Services,0.0,0.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
610,57.0,Utility Services,804.48,6.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
611,57.0,Retail Outlet Services,2198.0300000000007,63.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
612,57.0,Clothing Stores,260.39,2.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
613,57.0,Miscelleanous Stores,7477.949999999998,121.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
614,57.0,Business Services,788.6400000000001,13.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
615,57.0,Professional Services and Membership Organizations,132.68,1.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
616,57.0,Government Services,0.0,0.0,0,26,70,49713,91776,763,1,1.8461167099149116,1
617,58.0,Agricultural Services,0.0,0.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
618,58.0,Contracted Services,0.0,0.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
619,58.0,Travel Services,0.0,0.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
620,58.0,Transportation Services,7.46,1.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
621,58.0,Utility Services,708.64,9.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
622,58.0,Retail Outlet Services,3422.4200000000005,72.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
623,58.0,Clothing Stores,0.0,0.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
624,58.0,Miscelleanous Stores,2011.6699999999996,42.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
625,58.0,Business Services,215.79000000000002,6.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
626,58.0,Professional Services and Membership Organizations,514.98,4.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
627,58.0,Government Services,36.3,3.0,1,21,68,44160,134173,696,3,3.0383378623188406,1
628,59.0,Agricultural Services,0.0,0.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
629,59.0,Contracted Services,1052.79,4.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
630,59.0,Travel Services,70087.66,281.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
631,59.0,Transportation Services,5613.289999999998,31.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
632,59.0,Utility Services,51379.330000000016,317.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
633,59.0,Retail Outlet Services,290087.5200000002,18171.0,1,46,59,193773,241571,660,1,1.2466700727139488,3
634,59.0,Clothing Stores,2302.37,30.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
635,59.0,Miscelleanous Stores,187183.81,1263.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
636,59.0,Business Services,7696.420000000003,122.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
637,59.0,Professional Services and Membership Organizations,12004.489999999996,59.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
638,59.0,Government Services,407.21,23.0,1,46,59,193773,241571,660,1,1.2466700727139488,2
639,60.0,Agricultural Services,0.0,0.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
640,60.0,Contracted Services,209.78,2.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
641,60.0,Travel Services,2985.7900000000004,48.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
642,60.0,Transportation Services,164.74,1.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
643,60.0,Utility Services,30157.23,318.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
644,60.0,Retail Outlet Services,32221.76000000004,1277.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
645,60.0,Clothing Stores,1173.32,44.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
646,60.0,Miscelleanous Stores,26618.10999999998,811.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
647,60.0,Business Services,7567.819999999996,278.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
648,60.0,Professional Services and Membership Organizations,60622.460000000014,438.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
649,60.0,Government Services,0.0,0.0,1,41,66,29864,44902,717,2,1.5035494240557192,0
650,61.0,Agricultural Services,0.0,0.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
651,61.0,Contracted Services,0.0,0.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
652,61.0,Travel Services,710.1300000000001,10.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
653,61.0,Transportation Services,13.5,1.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
654,61.0,Utility Services,871.02,8.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
655,61.0,Retail Outlet Services,1397.36,37.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
656,61.0,Clothing Stores,0.0,0.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
657,61.0,Miscelleanous Stores,517.4499999999999,7.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
658,61.0,Business Services,121.88,6.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
659,61.0,Professional Services and Membership Organizations,877.81,1.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
660,61.0,Government Services,0.0,0.0,0,22,67,57367,115418,795,2,2.0119232311259085,1
661,62.0,Agricultural Services,0.0,0.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
662,62.0,Contracted Services,1074.79,4.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
663,62.0,Travel Services,27207.930000000004,188.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
664,62.0,Transportation Services,8390.900000000001,370.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
665,62.0,Utility Services,38114.390000000014,299.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
666,62.0,Retail Outlet Services,100732.32999999989,3257.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
667,62.0,Clothing Stores,4044.9500000000007,49.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
668,62.0,Miscelleanous Stores,120325.9099999998,4315.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
669,62.0,Business Services,21085.350000000013,381.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
670,62.0,Professional Services and Membership Organizations,22269.699999999993,177.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
671,62.0,Government Services,1649.3699999999994,145.0,1,63,58,56635,13015,786,8,0.2298048909684824,0
672,63.0,Agricultural Services,0.0,0.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
673,63.0,Contracted Services,0.0,0.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
674,63.0,Travel Services,17606.070000000014,176.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
675,63.0,Transportation Services,402.05000000000007,24.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
676,63.0,Utility Services,11197.890000000001,152.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
677,63.0,Retail Outlet Services,61268.87999999999,3789.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
678,63.0,Clothing Stores,735.7800000000001,14.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
679,63.0,Miscelleanous Stores,185694.8300000005,5976.0,0,44,67,47227,151030,760,4,3.1979587947572363,3
680,63.0,Business Services,27676.33000000005,673.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
681,63.0,Professional Services and Membership Organizations,59043.18999999998,229.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
682,63.0,Government Services,188.44999999999996,15.0,0,44,67,47227,151030,760,4,3.1979587947572363,1
683,64.0,Agricultural Services,0.0,0.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
684,64.0,Contracted Services,0.0,0.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
685,64.0,Travel Services,0.0,0.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
686,64.0,Transportation Services,0.0,0.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
687,64.0,Utility Services,874.27,9.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
688,64.0,Retail Outlet Services,551.7599999999999,21.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
689,64.0,Clothing Stores,36.16,2.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
690,64.0,Miscelleanous Stores,625.9000000000001,19.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
691,64.0,Business Services,157.55,9.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
692,64.0,Professional Services and Membership Organizations,1031.68,5.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
693,64.0,Government Services,0.0,0.0,0,22,68,24574,80667,674,3,3.2826157727679663,1
694,65.0,Agricultural Services,0.0,0.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
695,65.0,Contracted Services,118.59,1.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
696,65.0,Travel Services,16445.060000000005,156.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
697,65.0,Transportation Services,4416.670000000001,243.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
698,65.0,Utility Services,28890.999999999993,408.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
699,65.0,Retail Outlet Services,121659.83000000007,6222.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
700,65.0,Clothing Stores,2007.8600000000004,42.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
701,65.0,Miscelleanous Stores,55568.099999999955,2545.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
702,65.0,Business Services,17367.189999999995,363.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
703,65.0,Professional Services and Membership Organizations,12551.190000000006,55.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
704,65.0,Government Services,1372.8100000000004,116.0,1,29,65,43397,42168,697,2,0.9716800700509252,0
705,66.0,Agricultural Services,0.0,0.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
706,66.0,Contracted Services,201.35000000000002,2.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
707,66.0,Travel Services,44192.96,276.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
708,66.0,Transportation Services,3315.13,8.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
709,66.0,Utility Services,65929.89000000007,632.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
710,66.0,Retail Outlet Services,62444.30999999987,2255.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
711,66.0,Clothing Stores,2134.86,35.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
712,66.0,Miscelleanous Stores,54564.67000000001,1753.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
713,66.0,Business Services,278213.9599999993,2922.0,1,28,72,58105,70254,688,3,1.2090869976766199,3
714,66.0,Professional Services and Membership Organizations,21449.209999999992,110.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
715,66.0,Government Services,0.23,1.0,1,28,72,58105,70254,688,3,1.2090869976766199,1
716,67.0,Agricultural Services,0.0,0.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
717,67.0,Contracted Services,1464.78,8.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
718,67.0,Travel Services,9346.110000000002,125.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
719,67.0,Transportation Services,424.38,8.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
720,67.0,Utility Services,16297.780000000002,149.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
721,67.0,Retail Outlet Services,50623.53000000001,2519.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
722,67.0,Clothing Stores,1678.9800000000002,47.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
723,67.0,Miscelleanous Stores,20221.809999999994,1022.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
724,67.0,Business Services,34057.73999999997,647.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
725,67.0,Professional Services and Membership Organizations,38917.950000000055,213.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
726,67.0,Government Services,0.0,0.0,0,82,67,10869,1820,820,2,0.1674487073327813,0
727,68.0,Agricultural Services,0.0,0.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
728,68.0,Contracted Services,0.0,0.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
729,68.0,Travel Services,981.6299999999999,18.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
730,68.0,Transportation Services,197.96,1.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
731,68.0,Utility Services,51054.43000000003,559.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
732,68.0,Retail Outlet Services,42858.110000000015,3334.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
733,68.0,Clothing Stores,263.58,11.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
734,68.0,Miscelleanous Stores,17510.330000000016,1311.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
735,68.0,Business Services,17111.65999999998,728.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
736,68.0,Professional Services and Membership Organizations,6069.619999999999,54.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
737,68.0,Government Services,0.0,0.0,1,90,66,19893,1712,566,3,0.08606042326446489,0
738,69.0,Agricultural Services,0.0,0.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
739,69.0,Contracted Services,0.0,0.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
740,69.0,Travel Services,16925.350000000006,125.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
741,69.0,Transportation Services,304.97,2.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
742,69.0,Utility Services,27560.110000000008,279.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
743,69.0,Retail Outlet Services,51377.12999999995,3207.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
744,69.0,Clothing Stores,2108.9500000000003,37.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
745,69.0,Miscelleanous Stores,30471.68000000001,1614.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
746,69.0,Business Services,13000.990000000005,270.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
747,69.0,Professional Services and Membership Organizations,23474.74000000001,212.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
748,69.0,Government Services,0.0,0.0,0,63,65,36743,71719,612,2,1.9519092071959285,1
749,70.0,Agricultural Services,0.0,0.0,1,49,70,46377,79980,719,3,1.724561743967915,1
750,70.0,Contracted Services,502.28,4.0,1,49,70,46377,79980,719,3,1.724561743967915,1
751,70.0,Travel Services,9596.920000000002,98.0,1,49,70,46377,79980,719,3,1.724561743967915,1
752,70.0,Transportation Services,1299.25,4.0,1,49,70,46377,79980,719,3,1.724561743967915,1
753,70.0,Utility Services,29350.86000000001,515.0,1,49,70,46377,79980,719,3,1.724561743967915,1
754,70.0,Retail Outlet Services,79870.60000000002,2310.0,1,49,70,46377,79980,719,3,1.724561743967915,1
755,70.0,Clothing Stores,8285.250000000004,174.0,1,49,70,46377,79980,719,3,1.724561743967915,1
756,70.0,Miscelleanous Stores,26051.229999999985,502.0,1,49,70,46377,79980,719,3,1.724561743967915,1
757,70.0,Business Services,7519.449999999998,174.0,1,49,70,46377,79980,719,3,1.724561743967915,1
758,70.0,Professional Services and Membership Organizations,4791.0199999999995,35.0,1,49,70,46377,79980,719,3,1.724561743967915,1
759,70.0,Government Services,0.0,0.0,1,49,70,46377,79980,719,3,1.724561743967915,1
760,71.0,Agricultural Services,0.0,0.0,1,36,69,50179,110515,743,1,2.202415353036131,1
761,71.0,Contracted Services,369.78999999999996,2.0,1,36,69,50179,110515,743,1,2.202415353036131,1
762,71.0,Travel Services,34979.14999999999,298.0,1,36,69,50179,110515,743,1,2.202415353036131,1
763,71.0,Transportation Services,572.13,8.0,1,36,69,50179,110515,743,1,2.202415353036131,1
764,71.0,Utility Services,61163.25,395.0,1,36,69,50179,110515,743,1,2.202415353036131,1
765,71.0,Retail Outlet Services,89958.39000000004,1678.0,1,36,69,50179,110515,743,1,2.202415353036131,1
766,71.0,Clothing Stores,5778.880000000001,68.0,1,36,69,50179,110515,743,1,2.202415353036131,1
767,71.0,Miscelleanous Stores,40129.45,751.0,1,36,69,50179,110515,743,1,2.202415353036131,1
768,71.0,Business Services,6506.310000000004,151.0,1,36,69,50179,110515,743,1,2.202415353036131,1
769,71.0,Professional Services and Membership Organizations,13541.01,44.0,1,36,69,50179,110515,743,1,2.202415353036131,1
770,71.0,Government Services,164.58,9.0,1,36,69,50179,110515,743,1,2.202415353036131,1
771,72.0,Agricultural Services,0.0,0.0,0,30,65,54537,121987,765,4,2.23677503346352,1
772,72.0,Contracted Services,78.27,1.0,0,30,65,54537,121987,765,4,2.23677503346352,1
773,72.0,Travel Services,33170.209999999985,216.0,0,30,65,54537,121987,765,4,2.23677503346352,1
774,72.0,Transportation Services,4891.329999999999,120.0,0,30,65,54537,121987,765,4,2.23677503346352,1
775,72.0,Utility Services,343743.57,2917.0,0,30,65,54537,121987,765,4,2.23677503346352,3
776,72.0,Retail Outlet Services,49412.88000000003,1978.0,0,30,65,54537,121987,765,4,2.23677503346352,1
777,72.0,Clothing Stores,3671.1400000000003,34.0,0,30,65,54537,121987,765,4,2.23677503346352,1
778,72.0,Miscelleanous Stores,34964.26000000003,523.0,0,30,65,54537,121987,765,4,2.23677503346352,1
779,72.0,Business Services,14110.570000000002,191.0,0,30,65,54537,121987,765,4,2.23677503346352,1
780,72.0,Professional Services and Membership Organizations,3639.3300000000004,27.0,0,30,65,54537,121987,765,4,2.23677503346352,1
781,72.0,Government Services,2448.8400000000006,149.0,0,30,65,54537,121987,765,4,2.23677503346352,1
782,73.0,Agricultural Services,0.0,0.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
783,73.0,Contracted Services,0.0,0.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
784,73.0,Travel Services,0.0,0.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
785,73.0,Transportation Services,0.0,0.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
786,73.0,Utility Services,0.0,0.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
787,73.0,Retail Outlet Services,1083.09,31.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
788,73.0,Clothing Stores,0.0,0.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
789,73.0,Miscelleanous Stores,1611.9299999999998,26.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
790,73.0,Business Services,582.11,4.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
791,73.0,Professional Services and Membership Organizations,27.22,1.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
792,73.0,Government Services,0.0,0.0,0,23,66,49255,6557,823,2,0.13312354075728353,0
793,74.0,Agricultural Services,0.0,0.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
794,74.0,Contracted Services,154.51,1.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
795,74.0,Travel Services,16597.539999999997,159.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
796,74.0,Transportation Services,467.85999999999996,96.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
797,74.0,Utility Services,36849.30000000001,447.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
798,74.0,Retail Outlet Services,93302.93999999989,3117.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
799,74.0,Clothing Stores,2329.32,55.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
800,74.0,Miscelleanous Stores,101475.78999999994,4002.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
801,74.0,Business Services,25650.849999999984,577.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
802,74.0,Professional Services and Membership Organizations,15301.980000000001,97.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
803,74.0,Government Services,80.63000000000001,74.0,0,42,65,31031,21853,744,7,0.7042312526183494,0
804,75.0,Agricultural Services,0.0,0.0,0,65,66,70673,87605,714,4,1.2395823015861787,1
805,75.0,Contracted Services,164.69,1.0,0,65,66,70673,87605,714,4,1.2395823015861787,1
